,G,Date,Start (ET),Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,teamgame,season
60,61,"Mon, Feb 26, 2018",7:30p,Box Score,,Los Angeles Lakers,L,,104,123,18,43,L 4,ATL,2018
61,62,"Wed, Feb 28, 2018",7:30p,Box Score,,Indiana Pacers,W,,107,102,19,43,W 1,ATL,2018
62,63,"Fri, Mar 2, 2018",7:30p,Box Score,,Golden State Warriors,L,,109,114,19,44,L 1,ATL,2018
63,64,"Sun, Mar 4, 2018",3:30p,Box Score,,Phoenix Suns,W,,113,112,20,44,W 1,ATL,2018
64,65,"Tue, Mar 6, 2018",7:00p,Box Score,@,Toronto Raptors,L,,90,106,20,45,L 1,ATL,2018
65,66,"Fri, Mar 9, 2018",7:00p,Box Score,@,Indiana Pacers,L,,87,112,20,46,L 2,ATL,2018
66,67,"Sun, Mar 11, 2018",3:30p,Box Score,,Chicago Bulls,L,,122,129,20,47,L 3,ATL,2018
67,68,"Tue, Mar 13, 2018",7:30p,Box Score,,Oklahoma City Thunder,L,,107,119,20,48,L 4,ATL,2018
68,69,"Thu, Mar 15, 2018",7:30p,Box Score,,Charlotte Hornets,L,,117,129,20,49,L 5,ATL,2018
69,70,"Sat, Mar 17, 2018",6:00p,Box Score,@,Milwaukee Bucks,L,,117,122,20,50,L 6,ATL,2018
70,71,"Tue, Mar 20, 2018",9:00p,Box Score,@,Utah Jazz,W,,99,94,21,50,W 1,ATL,2018
71,72,"Thu, Mar 22, 2018",10:00p,Box Score,@,Sacramento Kings,L,,90,105,21,51,L 1,ATL,2018
72,73,"Fri, Mar 23, 2018",10:30p,Box Score,@,Golden State Warriors,L,,94,106,21,52,L 2,ATL,2018
73,74,"Sun, Mar 25, 2018",8:00p,Box Score,@,Houston Rockets,L,,99,118,21,53,L 3,ATL,2018
74,75,"Wed, Mar 28, 2018",8:00p,Box Score,@,Minnesota Timberwolves,L,,114,126,21,54,L 4,ATL,2018
75,76,"Fri, Mar 30, 2018",7:30p,Box Score,,Philadelphia 76ers,L,,91,101,21,55,L 5,ATL,2018
76,77,"Sun, Apr 1, 2018",6:00p,Box Score,,Orlando Magic,W,,94,88,22,55,W 1,ATL,2018
77,78,"Tue, Apr 3, 2018",7:30p,Box Score,@,Miami Heat,L,,98,101,22,56,L 1,ATL,2018
78,79,"Wed, Apr 4, 2018",7:30p,Box Score,,Miami Heat,L,,86,115,22,57,L 2,ATL,2018
79,80,"Fri, Apr 6, 2018",7:00p,Box Score,@,Washington Wizards,W,,103,97,23,57,W 1,ATL,2018
80,81,"Sun, Apr 8, 2018",1:00p,Box Score,@,Boston Celtics,W,,112,106,24,57,W 2,ATL,2018
81,82,"Tue, Apr 10, 2018",7:30p,Box Score,,Philadelphia 76ers,L,,113,121,24,58,L 1,ATL,2018
0,1,"Wed, Oct 17, 2018",7:30p,Box Score,@,New York Knicks,L,,107,126,0,1,L 1,ATL,2019
1,2,"Fri, Oct 19, 2018",8:00p,Box Score,@,Memphis Grizzlies,L,,117,131,0,2,L 2,ATL,2019
2,3,"Sun, Oct 21, 2018",6:00p,Box Score,@,Cleveland Cavaliers,W,,133,111,1,2,W 1,ATL,2019
3,4,"Wed, Oct 24, 2018",7:00p,Box Score,,Dallas Mavericks,W,,111,104,2,2,W 2,ATL,2019
4,5,"Sat, Oct 27, 2018",7:30p,Box Score,,Chicago Bulls,L,,85,97,2,3,L 1,ATL,2019
5,6,"Mon, Oct 29, 2018",7:00p,Box Score,@,Philadelphia 76ers,L,,92,113,2,4,L 2,ATL,2019
6,7,"Tue, Oct 30, 2018",7:00p,Box Score,@,Cleveland Cavaliers,L,,114,136,2,5,L 3,ATL,2019
7,8,"Thu, Nov 1, 2018",7:30p,Box Score,,Sacramento Kings,L,,115,146,2,6,L 4,ATL,2019
8,9,"Sat, Nov 3, 2018",7:30p,Box Score,,Miami Heat,W,,123,118,3,6,W 1,ATL,2019
9,10,"Tue, Nov 6, 2018",7:00p,Box Score,@,Charlotte Hornets,L,,102,113,3,7,L 1,ATL,2019
10,11,"Wed, Nov 7, 2018",7:30p,Box Score,,New York Knicks,L,,107,112,3,8,L 2,ATL,2019
11,12,"Fri, Nov 9, 2018",7:30p,Box Score,,Detroit Pistons,L,,109,124,3,9,L 3,ATL,2019
12,13,"Sun, Nov 11, 2018",9:30p,Box Score,@,Los Angeles Lakers,L,,106,107,3,10,L 4,ATL,2019
13,14,"Tue, Nov 13, 2018",10:30p,Box Score,@,Golden State Warriors,L,,103,110,3,11,L 5,ATL,2019
14,15,"Thu, Nov 15, 2018",9:00p,Box Score,@,Denver Nuggets,L,,93,138,3,12,L 6,ATL,2019
15,16,"Sat, Nov 17, 2018",7:00p,Box Score,@,Indiana Pacers,L,,89,97,3,13,L 7,ATL,2019
16,17,"Mon, Nov 19, 2018",7:30p,Box Score,,Los Angeles Clippers,L,,119,127,3,14,L 8,ATL,2019
17,18,"Wed, Nov 21, 2018",7:30p,Box Score,,Toronto Raptors,L,,108,124,3,15,L 9,ATL,2019
18,19,"Fri, Nov 23, 2018",7:30p,Box Score,,Boston Celtics,L,,96,114,3,16,L 10,ATL,2019
19,20,"Sun, Nov 25, 2018",6:00p,Box Score,,Charlotte Hornets,W,,124,123,4,16,W 1,ATL,2019
20,21,"Tue, Nov 27, 2018",7:30p,Box Score,@,Miami Heat,W,,115,113,5,16,W 2,ATL,2019
21,22,"Wed, Nov 28, 2018",7:00p,Box Score,@,Charlotte Hornets,L,,94,108,5,17,L 1,ATL,2019
22,23,"Fri, Nov 30, 2018",8:00p,Box Score,@,Oklahoma City Thunder,L,,109,124,5,18,L 2,ATL,2019
23,24,"Mon, Dec 3, 2018",7:30p,Box Score,,Golden State Warriors,L,,111,128,5,19,L 3,ATL,2019
24,25,"Wed, Dec 5, 2018",7:30p,Box Score,,Washington Wizards,L,,117,131,5,20,L 4,ATL,2019
25,26,"Sat, Dec 8, 2018",7:30p,Box Score,,Denver Nuggets,W,,106,98,6,20,W 1,ATL,2019
26,27,"Wed, Dec 12, 2018",8:30p,Box Score,@,Dallas Mavericks,L,,107,114,6,21,L 1,ATL,2019
27,28,"Fri, Dec 14, 2018",7:00p,Box Score,@,Boston Celtics,L,,108,129,6,22,L 2,ATL,2019
28,29,"Sun, Dec 16, 2018",3:00p,Box Score,@,Brooklyn Nets,L,,127,144,6,23,L 3,ATL,2019
29,30,"Tue, Dec 18, 2018",7:30p,Box Score,,Washington Wizards,W,,118,110,7,23,W 1,ATL,2019
30,31,"Fri, Dec 21, 2018",7:30p,Box Score,@,New York Knicks,W,,114,107,8,23,W 2,ATL,2019
31,32,"Sun, Dec 23, 2018",4:00p,Box Score,@,Detroit Pistons,W,,98,95,9,23,W 3,ATL,2019
32,33,"Wed, Dec 26, 2018",7:30p,Box Score,,Indiana Pacers,L,,121,129,9,24,L 1,ATL,2019
33,34,"Fri, Dec 28, 2018",8:00p,Box Score,@,Minnesota Timberwolves,W,OT,123,120,10,24,W 1,ATL,2019
34,35,"Sat, Dec 29, 2018",7:30p,Box Score,,Cleveland Cavaliers,W,,111,108,11,24,W 2,ATL,2019
35,36,"Mon, Dec 31, 2018",3:00p,Box Score,@,Indiana Pacers,L,,108,116,11,25,L 1,ATL,2019
36,37,"Wed, Jan 2, 2019",7:00p,Box Score,@,Washington Wizards,L,,98,114,11,26,L 2,ATL,2019
37,38,"Fri, Jan 4, 2019",8:30p,Box Score,@,Milwaukee Bucks,L,,112,144,11,27,L 3,ATL,2019
38,39,"Sun, Jan 6, 2019",6:00p,Box Score,,Miami Heat,W,,106,82,12,27,W 1,ATL,2019
39,40,"Tue, Jan 8, 2019",7:30p,Box Score,@,Toronto Raptors,L,,101,104,12,28,L 1,ATL,2019
40,41,"Wed, Jan 9, 2019",7:30p,Box Score,@,Brooklyn Nets,L,,100,116,12,29,L 2,ATL,2019
41,42,"Fri, Jan 11, 2019",7:00p,Box Score,@,Philadelphia 76ers,W,,123,121,13,29,W 1,ATL,2019
42,43,"Sun, Jan 13, 2019",3:30p,Box Score,,Milwaukee Bucks,L,,114,133,13,30,L 1,ATL,2019
43,44,"Tue, Jan 15, 2019",7:30p,Box Score,,Oklahoma City Thunder,W,,142,126,14,30,W 1,ATL,2019
44,45,"Sat, Jan 19, 2019",7:30p,Box Score,,Boston Celtics,L,,105,113,14,31,L 1,ATL,2019
45,46,"Mon, Jan 21, 2019",3:00p,Box Score,,Orlando Magic,L,,103,122,14,32,L 2,ATL,2019
46,47,"Wed, Jan 23, 2019",8:00p,Box Score,@,Chicago Bulls,W,,121,101,15,32,W 1,ATL,2019
47,48,"Sat, Jan 26, 2019",10:00p,Box Score,@,Portland Trail Blazers,L,,111,120,15,33,L 1,ATL,2019
48,49,"Mon, Jan 28, 2019",10:30p,Box Score,@,Los Angeles Clippers,W,,123,118,16,33,W 1,ATL,2019
49,50,"Wed, Jan 30, 2019",10:00p,Box Score,@,Sacramento Kings,L,,113,135,16,34,L 1,ATL,2019
50,51,"Fri, Feb 1, 2019",9:00p,Box Score,@,Utah Jazz,L,,112,128,16,35,L 2,ATL,2019
51,52,"Sat, Feb 2, 2019",9:00p,Box Score,@,Phoenix Suns,W,,118,112,17,35,W 1,ATL,2019
52,53,"Mon, Feb 4, 2019",7:00p,Box Score,@,Washington Wizards,W,,137,129,18,35,W 2,ATL,2019
53,54,"Thu, Feb 7, 2019",7:30p,Box Score,,Toronto Raptors,L,,101,119,18,36,L 1,ATL,2019
54,55,"Sat, Feb 9, 2019",7:30p,Box Score,,Charlotte Hornets,L,,120,129,18,37,L 2,ATL,2019
55,56,"Sun, Feb 10, 2019",7:30p,Box Score,,Orlando Magic,L,,108,124,18,38,L 3,ATL,2019
56,57,"Tue, Feb 12, 2019",7:30p,Box Score,,Los Angeles Lakers,W,,117,113,19,38,W 1,ATL,2019
57,58,"Thu, Feb 14, 2019",7:30p,Box Score,,New York Knicks,L,,91,106,19,39,L 1,ATL,2019
58,59,"Fri, Feb 22, 2019",7:30p,Box Score,,Detroit Pistons,L,,122,125,19,40,L 2,ATL,2019
59,60,"Sat, Feb 23, 2019",7:00p,Box Score,,Phoenix Suns,W,,120,112,20,40,W 1,ATL,2019
60,61,"Mon, Feb 25, 2019",8:00p,Box Score,@,Houston Rockets,L,,111,119,20,41,L 1,ATL,2019
61,62,"Wed, Feb 27, 2019",7:30p,Box Score,,Minnesota Timberwolves,W,OT,131,123,21,41,W 1,ATL,2019
62,63,"Fri, Mar 1, 2019",7:30p,Box Score,,Chicago Bulls,L,4OT,161,168,21,42,L 1,ATL,2019
63,64,"Sun, Mar 3, 2019",3:30p,Box Score,@,Chicago Bulls,W,,123,118,22,42,W 1,ATL,2019
64,65,"Mon, Mar 4, 2019",7:30p,Box Score,@,Miami Heat,L,,113,114,22,43,L 1,ATL,2019
65,66,"Wed, Mar 6, 2019",7:30p,Box Score,,San Antonio Spurs,L,,104,111,22,44,L 2,ATL,2019
66,67,"Sat, Mar 9, 2019",7:00p,Box Score,,Brooklyn Nets,L,,112,114,22,45,L 3,ATL,2019
67,68,"Sun, Mar 10, 2019",6:00p,Box Score,,New Orleans Pelicans,W,,128,116,23,45,W 1,ATL,2019
68,69,"Wed, Mar 13, 2019",7:30p,Box Score,,Memphis Grizzlies,W,,132,111,24,45,W 2,ATL,2019
69,70,"Sat, Mar 16, 2019",12:30p,Box Score,@,Boston Celtics,L,,120,129,24,46,L 1,ATL,2019
70,71,"Sun, Mar 17, 2019",6:00p,Box Score,@,Orlando Magic,L,,91,101,24,47,L 2,ATL,2019
71,72,"Tue, Mar 19, 2019",7:30p,Box Score,,Houston Rockets,L,,105,121,24,48,L 3,ATL,2019
72,73,"Thu, Mar 21, 2019",7:30p,Box Score,,Utah Jazz,W,,117,114,25,48,W 1,ATL,2019
73,74,"Sat, Mar 23, 2019",7:30p,Box Score,,Philadelphia 76ers,W,,129,127,26,48,W 2,ATL,2019
74,75,"Tue, Mar 26, 2019",8:00p,Box Score,@,New Orleans Pelicans,W,,130,120,27,48,W 3,ATL,2019
75,76,"Fri, Mar 29, 2019",7:30p,Box Score,,Portland Trail Blazers,L,,98,118,27,49,L 1,ATL,2019
76,77,"Sun, Mar 31, 2019",12:30p,Box Score,,Milwaukee Bucks,W,OT,136,135,28,49,W 1,ATL,2019
77,78,"Tue, Apr 2, 2019",8:30p,Box Score,@,San Antonio Spurs,L,,111,117,28,50,L 1,ATL,2019
78,79,"Wed, Apr 3, 2019",7:30p,Box Score,,Philadelphia 76ers,W,,130,122,29,50,W 1,ATL,2019
79,80,"Fri, Apr 5, 2019",7:00p,Box Score,@,Orlando Magic,L,,113,149,29,51,L 1,ATL,2019
80,81,"Sun, Apr 7, 2019",7:00p,Box Score,@,Milwaukee Bucks,L,,107,115,29,52,L 2,ATL,2019
81,82,"Wed, Apr 10, 2019",8:00p,Box Score,,Indiana Pacers,L,,134,135,29,53,L 3,ATL,2019
0,1,"Thu, Oct 24, 2019",7:00p,Box Score,@,Detroit Pistons,W,,117,100,1,0,W 1,ATL,2020
1,2,"Sat, Oct 26, 2019",7:30p,Box Score,,Orlando Magic,W,,103,99,2,0,W 2,ATL,2020
2,3,"Mon, Oct 28, 2019",7:30p,Box Score,,Philadelphia 76ers,L,,103,105,2,1,L 1,ATL,2020
3,4,"Tue, Oct 29, 2019",7:30p,Box Score,@,Miami Heat,L,,97,112,2,2,L 2,ATL,2020
4,5,"Thu, Oct 31, 2019",7:00p,Box Score,,Miami Heat,L,,97,106,2,3,L 3,ATL,2020
5,6,"Tue, Nov 5, 2019",7:30p,Box Score,,San Antonio Spurs,W,,108,100,3,3,W 1,ATL,2020
6,7,"Wed, Nov 6, 2019",7:30p,Box Score,,Chicago Bulls,L,,93,113,3,4,L 1,ATL,2020
7,8,"Fri, Nov 8, 2019",7:30p,Box Score,,Sacramento Kings,L,,109,121,3,5,L 2,ATL,2020
8,9,"Sun, Nov 10, 2019",9:00p,Box Score,@,Portland Trail Blazers,L,OT,113,124,3,6,L 3,ATL,2020
9,10,"Tue, Nov 12, 2019",9:00p,Box Score,@,Denver Nuggets,W,,125,121,4,6,W 1,ATL,2020
10,11,"Thu, Nov 14, 2019",9:00p,Box Score,@,Phoenix Suns,L,,112,128,4,7,L 1,ATL,2020
11,12,"Sat, Nov 16, 2019",10:30p,Box Score,@,Los Angeles Clippers,L,,101,150,4,8,L 2,ATL,2020
12,13,"Sun, Nov 17, 2019",9:30p,Box Score,@,Los Angeles Lakers,L,,101,122,4,9,L 3,ATL,2020
13,14,"Wed, Nov 20, 2019",7:30p,Box Score,,Milwaukee Bucks,L,,127,135,4,10,L 4,ATL,2020
14,15,"Fri, Nov 22, 2019",7:00p,Box Score,@,Detroit Pistons,L,,103,128,4,11,L 5,ATL,2020
15,16,"Sat, Nov 23, 2019",7:30p,Box Score,,Toronto Raptors,L,,116,119,4,12,L 6,ATL,2020
16,17,"Mon, Nov 25, 2019",7:30p,Box Score,,Minnesota Timberwolves,L,,113,125,4,13,L 7,ATL,2020
17,18,"Wed, Nov 27, 2019",8:00p,Box Score,@,Milwaukee Bucks,L,,102,111,4,14,L 8,ATL,2020
18,19,"Fri, Nov 29, 2019",8:00p,Box Score,@,Indiana Pacers,L,OT,104,105,4,15,L 9,ATL,2020
19,20,"Sat, Nov 30, 2019",8:00p,Box Score,@,Houston Rockets,L,,111,158,4,16,L 10,ATL,2020
20,21,"Mon, Dec 2, 2019",7:30p,Box Score,,Golden State Warriors,W,,104,79,5,16,W 1,ATL,2020
21,22,"Wed, Dec 4, 2019",7:30p,Box Score,,Brooklyn Nets,L,,118,130,5,17,L 1,ATL,2020
22,23,"Sun, Dec 8, 2019",5:00p,Box Score,@,Charlotte Hornets,W,,122,107,6,17,W 1,ATL,2020
23,24,"Tue, Dec 10, 2019",8:00p,Box Score,@,Miami Heat,L,OT,121,135,6,18,L 1,ATL,2020
24,25,"Wed, Dec 11, 2019",8:00p,Box Score,@,Chicago Bulls,L,,102,136,6,19,L 2,ATL,2020
25,26,"Fri, Dec 13, 2019",7:30p,Box Score,,Indiana Pacers,L,,100,110,6,20,L 3,ATL,2020
26,27,"Sun, Dec 15, 2019",6:00p,Box Score,,Los Angeles Lakers,L,,96,101,6,21,L 4,ATL,2020
27,28,"Tue, Dec 17, 2019",7:30p,Box Score,@,New York Knicks,L,,120,143,6,22,L 5,ATL,2020
28,29,"Thu, Dec 19, 2019",7:30p,Box Score,,Utah Jazz,L,,106,111,6,23,L 6,ATL,2020
29,30,"Sat, Dec 21, 2019",6:00p,Box Score,@,Brooklyn Nets,L,,112,122,6,24,L 7,ATL,2020
30,31,"Mon, Dec 23, 2019",7:00p,Box Score,@,Cleveland Cavaliers,L,,118,121,6,25,L 8,ATL,2020
31,32,"Fri, Dec 27, 2019",7:30p,Box Score,,Milwaukee Bucks,L,,86,112,6,26,L 9,ATL,2020
32,33,"Sat, Dec 28, 2019",8:00p,Box Score,@,Chicago Bulls,L,,81,116,6,27,L 10,ATL,2020
33,34,"Mon, Dec 30, 2019",7:00p,Box Score,@,Orlando Magic,W,,101,93,7,27,W 1,ATL,2020
34,35,"Fri, Jan 3, 2020",7:00p,Box Score,@,Boston Celtics,L,,106,109,7,28,L 1,ATL,2020
35,36,"Sat, Jan 4, 2020",7:30p,Box Score,,Indiana Pacers,W,,116,111,8,28,W 1,ATL,2020
36,37,"Mon, Jan 6, 2020",7:30p,Box Score,,Denver Nuggets,L,,115,123,8,29,L 1,ATL,2020
37,38,"Wed, Jan 8, 2020",7:30p,Box Score,,Houston Rockets,L,,115,122,8,30,L 2,ATL,2020
38,39,"Fri, Jan 10, 2020",7:00p,Box Score,@,Washington Wizards,L,,101,111,8,31,L 3,ATL,2020
39,40,"Sun, Jan 12, 2020",6:00p,Box Score,@,Brooklyn Nets,L,,86,108,8,32,L 4,ATL,2020
40,41,"Tue, Jan 14, 2020",7:30p,Box Score,,Phoenix Suns,W,,123,110,9,32,W 1,ATL,2020
41,42,"Fri, Jan 17, 2020",8:30p,Box Score,@,San Antonio Spurs,W,,121,120,10,32,W 2,ATL,2020
42,43,"Sat, Jan 18, 2020",7:30p,Box Score,,Detroit Pistons,L,,103,136,10,33,L 1,ATL,2020
43,44,"Mon, Jan 20, 2020",2:30p,Box Score,,Toronto Raptors,L,,117,122,10,34,L 2,ATL,2020
44,45,"Wed, Jan 22, 2020",7:30p,Box Score,,Los Angeles Clippers,W,,102,95,11,34,W 1,ATL,2020
45,46,"Fri, Jan 24, 2020",8:00p,Box Score,@,Oklahoma City Thunder,L,,111,140,11,35,L 1,ATL,2020
46,47,"Sun, Jan 26, 2020",6:00p,Box Score,,Washington Wizards,W,,152,133,12,35,W 1,ATL,2020
47,48,"Tue, Jan 28, 2020",7:30p,Box Score,@,Toronto Raptors,L,,114,130,12,36,L 1,ATL,2020
48,49,"Thu, Jan 30, 2020",7:30p,Box Score,,Philadelphia 76ers,W,,127,117,13,36,W 1,ATL,2020
49,50,"Sat, Feb 1, 2020",8:30p,Box Score,@,Dallas Mavericks,L,,100,123,13,37,L 1,ATL,2020
50,51,"Mon, Feb 3, 2020",7:30p,Box Score,,Boston Celtics,L,,115,123,13,38,L 2,ATL,2020
51,52,"Wed, Feb 5, 2020",8:00p,Box Score,@,Minnesota Timberwolves,W,,127,120,14,38,W 1,ATL,2020
52,53,"Fri, Feb 7, 2020",7:30p,Box Score,@,Boston Celtics,L,,107,112,14,39,L 1,ATL,2020
53,54,"Sun, Feb 9, 2020",6:00p,Box Score,,New York Knicks,W,2OT,140,135,15,39,W 1,ATL,2020
54,55,"Mon, Feb 10, 2020",7:00p,Box Score,@,Orlando Magic,L,,126,135,15,40,L 1,ATL,2020
55,56,"Wed, Feb 12, 2020",7:00p,Box Score,@,Cleveland Cavaliers,L,,105,127,15,41,L 2,ATL,2020
56,57,"Thu, Feb 20, 2020",7:30p,Box Score,,Miami Heat,W,,129,124,16,41,W 1,ATL,2020
57,58,"Sat, Feb 22, 2020",7:30p,Box Score,,Dallas Mavericks,W,,111,107,17,41,W 2,ATL,2020
58,59,"Mon, Feb 24, 2020",7:00p,Box Score,@,Philadelphia 76ers,L,,112,129,17,42,L 1,ATL,2020
59,60,"Wed, Feb 26, 2020",7:30p,Box Score,,Orlando Magic,L,,120,130,17,43,L 2,ATL,2020
60,61,"Fri, Feb 28, 2020",7:30p,Box Score,,Brooklyn Nets,W,,141,118,18,43,W 1,ATL,2020
61,62,"Sat, Feb 29, 2020",7:30p,Box Score,,Portland Trail Blazers,W,,129,117,19,43,W 2,ATL,2020
62,63,"Mon, Mar 2, 2020",7:30p,Box Score,,Memphis Grizzlies,L,,88,127,19,44,L 1,ATL,2020
63,64,"Fri, Mar 6, 2020",7:00p,Box Score,@,Washington Wizards,L,,112,118,19,45,L 2,ATL,2020
64,65,"Sat, Mar 7, 2020",8:00p,Box Score,@,Memphis Grizzlies,L,,101,118,19,46,L 3,ATL,2020
65,66,"Mon, Mar 9, 2020",7:30p,Box Score,,Charlotte Hornets,W,2OT,143,138,20,46,W 1,ATL,2020
66,67,"Wed, Mar 11, 2020",7:30p,Box Score,,New York Knicks,L,OT,131,136,20,47,L 1,ATL,2020
0,1,"Wed, Dec 23, 2020",8:00p,Box Score,@,Chicago Bulls,W,,124,104,1,0,W 1,ATL,2021
1,2,"Sat, Dec 26, 2020",5:00p,Box Score,@,Memphis Grizzlies,W,,122,112,2,0,W 2,ATL,2021
2,3,"Mon, Dec 28, 2020",7:30p,Box Score,,Detroit Pistons,W,,128,120,3,0,W 3,ATL,2021
3,4,"Wed, Dec 30, 2020",7:30p,Box Score,@,Brooklyn Nets,L,,141,145,3,1,L 1,ATL,2021
4,5,"Fri, Jan 1, 2021",7:30p,Box Score,@,Brooklyn Nets,W,,114,96,4,1,W 1,ATL,2021
5,6,"Sat, Jan 2, 2021",7:30p,Box Score,,Cleveland Cavaliers,L,,91,96,4,2,L 1,ATL,2021
6,7,"Mon, Jan 4, 2021",7:30p,Box Score,,New York Knicks,L,,108,113,4,3,L 2,ATL,2021
7,8,"Wed, Jan 6, 2021",7:30p,Box Score,,Charlotte Hornets,L,,94,102,4,4,L 3,ATL,2021
8,9,"Sat, Jan 9, 2021",7:00p,Box Score,@,Charlotte Hornets,L,,105,113,4,5,L 4,ATL,2021
9,10,"Mon, Jan 11, 2021",7:30p,Box Score,,Philadelphia 76ers,W,,112,94,5,5,W 1,ATL,2021
10,11,"Fri, Jan 15, 2021",9:00p,Box Score,@,Utah Jazz,L,,92,116,5,6,L 1,ATL,2021
11,12,"Sat, Jan 16, 2021",10:00p,Box Score,@,Portland Trail Blazers,L,,106,112,5,7,L 2,ATL,2021
12,13,"Mon, Jan 18, 2021",2:30p,Box Score,,Minnesota Timberwolves,W,,108,97,6,7,W 1,ATL,2021
13,14,"Wed, Jan 20, 2021",7:30p,Box Score,,Detroit Pistons,W,OT,123,115,7,7,W 2,ATL,2021
14,15,"Fri, Jan 22, 2021",8:00p,Box Score,@,Minnesota Timberwolves,W,,116,98,8,7,W 3,ATL,2021
15,16,"Sun, Jan 24, 2021",8:00p,Box Score,@,Milwaukee Bucks,L,,115,129,8,8,L 1,ATL,2021
16,17,"Tue, Jan 26, 2021",7:30p,Box Score,,Los Angeles Clippers,W,,108,99,9,8,W 1,ATL,2021
17,18,"Wed, Jan 27, 2021",7:30p,Box Score,,Brooklyn Nets,L,OT,128,132,9,9,L 1,ATL,2021
18,19,"Fri, Jan 29, 2021",7:00p,Box Score,@,Washington Wizards,W,,116,100,10,9,W 1,ATL,2021
19,20,"Mon, Feb 1, 2021",7:30p,Box Score,,Los Angeles Lakers,L,,99,107,10,10,L 1,ATL,2021
20,21,"Wed, Feb 3, 2021",7:30p,Box Score,,Dallas Mavericks,L,,116,122,10,11,L 2,ATL,2021
21,22,"Thu, Feb 4, 2021",7:30p,Box Score,,Utah Jazz,L,,91,112,10,12,L 3,ATL,2021
22,23,"Sat, Feb 6, 2021",8:00p,Box Score,,Toronto Raptors,W,,132,121,11,12,W 1,ATL,2021
23,24,"Wed, Feb 10, 2021",7:30p,Box Score,@,Dallas Mavericks,L,,117,118,11,13,L 1,ATL,2021
24,25,"Fri, Feb 12, 2021",7:30p,Box Score,,San Antonio Spurs,L,,114,125,11,14,L 2,ATL,2021
25,26,"Sat, Feb 13, 2021",7:30p,Box Score,,Indiana Pacers,L,,113,125,11,15,L 3,ATL,2021
26,27,"Mon, Feb 15, 2021",7:30p,Box Score,@,New York Knicks,L,,112,123,11,16,L 4,ATL,2021
27,28,"Wed, Feb 17, 2021",7:30p,Box Score,@,Boston Celtics,W,,122,114,12,16,W 1,ATL,2021
28,29,"Fri, Feb 19, 2021",7:30p,Box Score,@,Boston Celtics,L,,109,121,12,17,L 1,ATL,2021
29,30,"Sun, Feb 21, 2021",7:30p,Box Score,,Denver Nuggets,W,,123,115,13,17,W 1,ATL,2021
30,31,"Tue, Feb 23, 2021",7:00p,Box Score,@,Cleveland Cavaliers,L,,111,112,13,18,L 1,ATL,2021
31,32,"Wed, Feb 24, 2021",7:30p,Box Score,,Boston Celtics,W,,127,112,14,18,W 1,ATL,2021
32,33,"Fri, Feb 26, 2021",8:00p,Box Score,@,Oklahoma City Thunder,L,,109,118,14,19,L 1,ATL,2021
33,34,"Sun, Feb 28, 2021",8:00p,Box Score,@,Miami Heat,L,,99,109,14,20,L 2,ATL,2021
34,35,"Tue, Mar 2, 2021",7:30p,Box Score,@,Miami Heat,W,,94,80,15,20,W 1,ATL,2021
35,36,"Wed, Mar 3, 2021",8:00p,Box Score,@,Orlando Magic,W,,115,112,16,20,W 2,ATL,2021
36,37,"Thu, Mar 11, 2021",7:30p,Box Score,@,Toronto Raptors,W,,121,120,17,20,W 3,ATL,2021
37,38,"Sat, Mar 13, 2021",7:30p,Box Score,,Sacramento Kings,W,,121,106,18,20,W 4,ATL,2021
38,39,"Sun, Mar 14, 2021",7:30p,Box Score,,Cleveland Cavaliers,W,,100,82,19,20,W 5,ATL,2021
39,40,"Tue, Mar 16, 2021",8:00p,Box Score,@,Houston Rockets,W,,119,107,20,20,W 6,ATL,2021
40,41,"Thu, Mar 18, 2021",7:30p,Box Score,,Oklahoma City Thunder,W,,116,93,21,20,W 7,ATL,2021
41,42,"Sat, Mar 20, 2021",3:30p,Box Score,@,Los Angeles Lakers,W,,99,94,22,20,W 8,ATL,2021
42,43,"Mon, Mar 22, 2021",10:00p,Box Score,@,Los Angeles Clippers,L,,110,119,22,21,L 1,ATL,2021
43,44,"Wed, Mar 24, 2021",10:00p,Box Score,@,Sacramento Kings,L,,108,110,22,22,L 2,ATL,2021
44,45,"Fri, Mar 26, 2021",10:00p,Box Score,@,Golden State Warriors,W,,124,108,23,22,W 1,ATL,2021
45,46,"Sun, Mar 28, 2021",9:00p,Box Score,@,Denver Nuggets,L,,102,126,23,23,L 1,ATL,2021
46,47,"Tue, Mar 30, 2021",10:00p,Box Score,@,Phoenix Suns,L,,110,117,23,24,L 2,ATL,2021
47,48,"Thu, Apr 1, 2021",8:30p,Box Score,@,San Antonio Spurs,W,2OT,134,129,24,24,W 1,ATL,2021
48,49,"Fri, Apr 2, 2021",9:00p,Box Score,@,New Orleans Pelicans,W,,126,103,25,24,W 2,ATL,2021
49,50,"Sun, Apr 4, 2021",7:30p,Box Score,,Golden State Warriors,W,,117,111,26,24,W 3,ATL,2021
50,51,"Tue, Apr 6, 2021",7:30p,Box Score,,New Orleans Pelicans,W,,123,107,27,24,W 4,ATL,2021
51,52,"Wed, Apr 7, 2021",8:00p,Box Score,,Memphis Grizzlies,L,,113,131,27,25,L 1,ATL,2021
52,53,"Fri, Apr 9, 2021",8:00p,Box Score,,Chicago Bulls,W,,120,108,28,25,W 1,ATL,2021
